Дата, время;Ручей 7: Уровень металла в кристаллизаторе, мм;Ручей 8: Уровень металла в кристаллизаторе, мм
01.02.2022 16:08;806;834
01.02.2022 16:08;806;834
01.02.2022 16:09;806;834
01.02.2022 16:09;809;834
01.02.2022 16:09;813;834
01.02.2022 16:09;816;834
01.02.2022 16:09;816;836
01.02.2022 16:09;816;837
01.02.2022 16:09;816;839
01.02.2022 16:09;816;839
01.02.2022 16:09;816;839
01.02.2022 16:09;816;839
01.02.2022 16:09;819;839
01.02.2022 16:09;823;839
01.02.2022 16:09;826;839
01.02.2022 16:09;826;839
01.02.2022 16:09;826;838
01.02.2022 16:09;826;838
01.02.2022 16:09;826;838
01.02.2022 16:09;826;838
01.02.2022 16:09;826;838
01.02.2022 16:09;826;835
01.02.2022 16:09;826;833
01.02.2022 16:09;826;830
01.02.2022 16:09;825;830
01.02.2022 16:09;824;830
01.02.2022 16:09;823;830
01.02.2022 16:09;823;829
01.02.2022 16:09;823;827
01.02.2022 16:09;823;826
01.02.2022 16:09;823;826
01.02.2022 16:09;823;826
01.02.2022 16:09;823;826
01.02.2022 16:09;823;826
01.02.2022 16:09;823;827
01.02.2022 16:09;823;827
01.02.2022 16:09;823;827
01.02.2022 16:09;824;827
01.02.2022 16:09;824;827
01.02.2022 16:09;824;826
01.02.2022 16:09;824;825
01.02.2022 16:09;824;824
01.02.2022 16:09;824;824
01.02.2022 16:09;823;824
01.02.2022 16:09;823;824
01.02.2022 16:09;823;824
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;823;825
01.02.2022 16:09;824;825
01.02.2022 16:09;824;825
01.02.2022 16:09;824;825
01.02.2022 16:09;824;825
01.02.2022 16:10;824;825
01.02.2022 16:10;824;825
01.02.2022 16:10;823;825
01.02.2022 16:10;823;825
01.02.2022 16:10;823;825
01.02.2022 16:10;823;825
01.02.2022 16:10;823;825
01.02.2022 16:10;823;825
01.02.2022 16:10;824;825
01.02.2022 16:10;824;825
